,,1,2,3,4,5,6,7,8,9,10
2024-03-31,두산,0.0380921895,0.1241997439,0.1608114597,0.1827784891,0.1886603713,0.181978233,0.0807058259,0.0314900768,0.0096430858,0.001640525
2024-03-31,KIA,0.0494558259,0.1464068502,0.1714948784,0.1771366837,0.1866597311,0.159931178,0.0720630602,0.02696863,0.007962548,0.0019206146
2024-03-31,롯데,0.0008402689,0.0062820102,0.0156850192,0.0325704225,0.0655809859,0.1340829065,0.2840909091,0.2375560179,0.150128041,0.0731834187
2024-03-31,삼성,0.0001600512,0.0006402049,0.0013204225,0.00428137,0.0128841229,0.0344110115,0.1125960307,0.2158290653,0.3111395647,0.3067381562
2024-03-31,한화,0.0003201024,0.0023207426,0.0078024968,0.017965749,0.0402928937,0.0919894366,0.2273127401,0.2737676056,0.2159090909,0.1223191421
2024-03-31,키움,0.0,0.0001200384,0.0007202305,0.002040653,0.0068421895,0.0212868118,0.0775048015,0.1553697183,0.2728473111,0.4632682458
2024-04-02,LG,0.6474071703,0.1908210627,0.0879081306,0.0422535211,0.0217669654,0.0080025608,0.0016005122,0.0002400768,0.0,0.0
2024-04-02,KT,0.091709347,0.2070262484,0.203225032,0.18321863,0.1536491677,0.1081546095,0.0387323944,0.0109234955,0.0029209347,0.0004401408
2024-04-02,SSG,0.1094350192,0.2335147247,0.2136683739,0.1753761204,0.1376440461,0.0883482714,0.0307698464,0.0089228553,0.0021206786,0.000200064
2024-04-02,NC,0.08946863,0.2026648528,0.2017845711,0.1865396927,0.1550896287,0.1087948143,0.0400528169,0.0122039052,0.0028409091,0.0005601793
2024-04-02,두산,0.0374519846,0.1094350192,0.1443261844,0.1811379641,0.2003040973,0.1925016005,0.0881882202,0.0323703585,0.0118037772,0.0024807939
2024-04-02,KIA,0.0431338028,0.1221590909,0.1602912932,0.1835387324,0.1910211268,0.18321863,0.0783850832,0.0281290013,0.0084026889,0.0017205506
2024-04-02,롯데,0.0011203585,0.0067621639,0.0165653009,0.0369318182,0.0711427657,0.1430457746,0.2984955186,0.2280329706,0.1318021767,0.0661011524
2024-04-02,삼성,0.0,0.0002800896,0.0008002561,0.003881242,0.0104433419,0.0309298976,0.1048335467,0.1993037772,0.3100192061,0.3395086428
2024-04-02,한화,0.000200064,0.0014404609,0.0070822663,0.0142845711,0.0332106274,0.0825864277,0.2079065301,0.2868117798,0.2255921895,0.1408850832
2024-04-02,키움,0.0,0.000200064,0.0006802177,0.0021206786,0.0078425096,0.0238076184,0.0887483995,0.175856274,0.2813700384,0.4193741997
2024-04-03,LG,0.676056338,0.1882202305,0.0749039693,0.0396927017,0.0160051216,0.0044814341,0.0,0.0006402049,0.0,0.0
2024-04-03,KT,0.0749039693,0.1843790013,0.2221510883,0.1920614597,0.1555697823,0.0966709347,0.0531370038,0.0172855314,0.0032010243,0.0006402049
2024-04-03,SSG,0.1177976953,0.2752880922,0.2029449424,0.1606914213,0.1209987196,0.0768245839,0.0352112676,0.0083226633,0.0019206146,0.0
2024-04-03,NC,0.0768245839,0.1875800256,0.1991037132,0.1747759283,0.1670934699,0.1158770807,0.0582586428,0.0147247119,0.0044814341,0.0012804097
2024-04-03,두산,0.0268886044,0.0909090909,0.1395646607,0.1850192061,0.2138284251,0.1888604353,0.1017925736,0.0377720871,0.0128040973,0.0025608195
2024-04-03,KIA,0.0448143406,0.1370038412,0.1798975672,0.1978233035,0.1850192061,0.171574904,0.0614596671,0.0160051216,0.0064020487,0.0
2024-04-03,롯데,0.0012804097,0.0057618438,0.0160051216,0.0390524968,0.0710627401,0.1594110115,0.3021766965,0.2029449424,0.1408450704,0.0614596671
2024-04-03,삼성,0.0,0.0006402049,0.0025608195,0.0038412292,0.0108834827,0.0313700384,0.1011523688,0.195262484,0.304737516,0.3495518566
2024-04-03,한화,0.0,0.0,0.0057618438,0.0166453265,0.0300896287,0.0749039693,0.1933418694,0.3124199744,0.2304737516,0.1363636364
2024-04-03,키움,0.0,0.0006402049,0.0012804097,0.0019206146,0.0115236876,0.0313700384,0.095390525,0.1645326504,0.2727272727,0.4206145967
2024-04-04,LG,0.695262484,0.1850192061,0.0653008963,0.0275288092,0.0160051216,0.0089628681,0.0019206146,0.0,0.0,0.0
2024-04-04,KT,0.0595390525,0.185659411,0.1971830986,0.2035851472,0.1786171575,0.1088348271,0.0480153649,0.0166453265,0.0019206146,0.0
2024-04-04,SSG,0.1113956466,0.2861715749,0.2183098592,0.1670934699,0.1229193342,0.0659411012,0.0179257362,0.0083226633,0.0006402049,0.0012804097
2024-04-04,NC,0.0697823303,0.1658130602,0.2087067862,0.171574904,0.1773367478,0.1363636364,0.0448143406,0.0166453265,0.0057618438,0.0032010243
2024-04-04,두산,0.0185659411,0.0851472471,0.1376440461,0.1830985915,0.1830985915,0.2195902689,0.1222791293,0.0313700384,0.0166453265,0.0025608195
2024-04-04,KIA,0.0601792574,0.1600512164,0.1939820743,0.1991037132,0.171574904,0.1363636364,0.0492957746,0.02368758,0.0044814341,0.0012804097
2024-04-04,롯데,0.0012804097,0.0044814341,0.009603073,0.0371318822,0.0717029449,0.1453265045,0.2804097311,0.2362355954,0.1459667093,0.0678617157
2024-04-04,삼성,0.0,0.0,0.0,0.0025608195,0.0089628681,0.0217669654,0.0985915493,0.1882202305,0.2874519846,0.3924455826
2024-04-04,한화,0.0,0.0032010243,0.0057618438,0.0243277849,0.0384122919,0.0928297055,0.2080665813,0.2848911652,0.1997439181,0.142765685
2024-04-04,키움,0.0,0.0,0.0019206146,0.0038412292,0.0064020487,0.0294494238,0.1043533931,0.1766965429,0.314340589,0.3629961588
2024-04-05,LG,0.6709346991,0.1818181818,0.0864276569,0.0390524968,0.014084507,0.0070422535,0.0006402049,0.0,0.0,0.0
2024-04-05,KT,0.0697823303,0.185659411,0.195262484,0.2029449424,0.171574904,0.1216389245,0.0352112676,0.0128040973,0.0032010243,0.0019206146
2024-04-05,SSG,0.1120358515,0.2612035851,0.2234314981,0.1645326504,0.1267605634,0.0781049936,0.0256081946,0.0076824584,0.0006402049,0.0
2024-04-05,NC,0.0723431498,0.1766965429,0.1991037132,0.1959026889,0.1677336748,0.1209987196,0.0473751601,0.0147247119,0.0044814341,0.0006402049
2024-04-05,두산,0.0339308579,0.076184379,0.128681178,0.1645326504,0.2042253521,0.2317541613,0.099871959,0.042893726,0.0134443022,0.0044814341
2024-04-05,KIA,0.0582586428,0.1798975672,0.1862996159,0.2023047375,0.1658130602,0.1280409731,0.0556978233,0.019206146,0.0038412292,0.0006402049
2024-04-05,롯데,0.0,0.0038412292,0.0147247119,0.0262483995,0.0640204866,0.1350832266,0.2772087068,0.2445582586,0.1440460948,0.090268886
2024-04-05,삼성,0.0,0.0006402049,0.0,0.0038412292,0.0102432778,0.0230473752,0.095390525,0.1792573624,0.2797695262,0.4078104994
2024-04-05,한화,0.0012804097,0.0044814341,0.0076824584,0.014084507,0.0390524968,0.0921895006,0.2067861716,0.252240717,0.2362355954,0.1459667093
2024-04-05,키움,0.0,0.0,0.0006402049,0.0038412292,0.009603073,0.0435339309,0.109475032,0.2304737516,0.2829705506,0.3194622279
2024-04-06,LG,0.7010243278,0.1779769526,0.0717029449,0.0300896287,0.0102432778,0.0083226633,0.0006402049,0.0,0.0,0.0
2024-04-06,KT,0.0614596671,0.1875800256,0.1843790013,0.1914212548,0.1798975672,0.1312419974,0.0467349552,0.0115236876,0.0051216389,0.0006402049
2024-04-06,SSG,0.0870678617,0.2451984635,0.2253521127,0.1722151088,0.1325224072,0.1043533931,0.0230473752,0.0070422535,0.0032010243,0.0
2024-04-06,NC,0.0870678617,0.2227912932,0.209346991,0.2055057618,0.1338028169,0.0941101152,0.0326504481,0.0089628681,0.0032010243,0.0025608195
2024-04-06,두산,0.0230473752,0.0781049936,0.1357234315,0.181177977,0.2023047375,0.2042253521,0.109475032,0.042893726,0.0172855314,0.0057618438
